BAL_visit_0.3,BE_visit_0.3,BAL_eos_0.1,BE_eos_0.1,BAL_neut_0.1,BAL_feno_0.1,BE_feno_0.1
TMEM238,,,,,,
ZFP28,,,,,,
EIF5B,,,,,,
SNN,,,,,,
SCRIB,,,,,,
FZD1,,,,,,
EIF4A3,,,,,,
KCTD13,,,,,,
SLC9A3R2,,,,,,
TMTC1,,,,,,
DBP,,,,,,
CRYM,,,,,,
IL1A,,,,,,
PIP,,,,,,
MX2,,,,,,
KLC1,,,,,,
SLX4IP,,,,,,
CLEC7A,,,,,,
OLA1,,,,,,
TMIGD2,,,,,,
HIST2H2BF,,,,,,
IDH1,,,,,,
KMT2C,,,,,,
MICAL1,,,,,,
SYT8,,,,,,
NUCB1,,,,,,
SCYL2,,,,,,
MS4A4E,,,,,,
RC3H1,,,,,,
TFAP4,,,,,,
HNRNPH2,,,,,,
SERPINB2,,,,,,
TIGIT,,,,,,
EBNA1BP2,,,,,,
CNPPD1,,,,,,
AP1M2,,,,,,
GAS2L1,,,,,,
PEBP4,,,,,,
C20orf24,,,,,,
ABCD1,,,,,,
KCNK10,,,,,,
ZNF251,,,,,,
C5orf28,,,,,,
PRELID2,,,,,,
FAM9B,,,,,,
CYB561A3,,,,,,
MMP11,,,,,,
YTHDF2,,,,,,
GLTP,,,,,,
PBLD,,,,,,
C5orf15,,,,,,
KIAA2013,,,,,,
COL22A1,,,,,,
AIFM3,,,,,,
CD300C,,,,,,
TTLL3,,,,,,
MYBPC3,,,,,,
LRRC43,,,,,,
AARSD1,,,,,,
SNRPA1,,,,,,
CLK3,,,,,,
C4A,,,,,,
PES1,,,,,,
SIL1,,,,,,
MAN2B1,,,,,,
TST,,,,,,
FAM161B,,,,,,
FBXO32,,,,,,
GNAS,,,,,,
GGT7,,,,,,
ORC2,,,,,,
TMEM56-RWDD3,,,,,,
PAM16,,,,,,
GNLY,,,,,,
PDCL,,,,,,
HIST1H2BJ,,,,,,
HEATR9,,,,,,
UHRF2,,,,,,
UCHL3,,,,,,
MRPS22,,,,,,
TRIM61,,,,,,
CDC42EP5,,,,,,
DENND1A,,,,,,
DOCK1,,,,,,
OPN3,,,,,,
LNP1,,,,,,
RHEBL1,,,,,,
KCNG2,,,,,,
CCDC88B,,,,,,
AP3D1,,,,,,
MPPE1,,,,,,
ECHS1,,,,,,
RSBN1L,,,,,,
TSNAXIP1,,,,,,
SCN1B,,,,,,
COL26A1,,,,,,
NOP58,,,,,,
SCG5,,,,,,
SLC23A1,,,,,,
RAD9A,,,,,,
WNT10B,,,,,,
LRRC57,,,,,,
NAA60,,,,,,
TMEM170A,,,,,,
C3orf58,,,,,,
GSDMA,,,,,,
ARSD,,,,,,
ENO3,,,,,,
PAX5,,,,,,
NXF1,,,,,,
NME8,,,,,,
ZNF691,,,,,,
PDK4,,,,,,
MYO15A,,,,,,
KMT2D,,,,,,
SAG,,,,,,
FBXO42,,,,,,
IRF1,,,,,,
NGRN,,,,,,
DUS3L,,,,,,
CERCAM,,,,,,
FAM47E,,,,,,
TRIM28,,,,,,
JAG2,,,,,,
DNAJC2,,,,,,
PELI2,,,,,,
ZNF169,,,,,,
PSMG2,,,,,,
ZBTB8A,,,,,,
TBC1D15,,,,,,
AP5S1,,,,,,
MRI1,,,,,,
DTNA,,,,,,
EBP,,,,,,
TTC23L,,,,,,
GTPBP3,,,,,,
HLCS,,,,,,
BRD8,,,,,,
ST7L,,,,,,
DYX1C1,,,,,,
PLXNB2,,,,,,
CD40LG,,,,,,
UROS,,,,,,
UBALD2,,,,,,
LGALSL,,,,,,
KAT2A,,,,,,
FER1L6,,,,,,
ACACA,,,,,,
PTPRA,,,,,,
CR1,,,,,,
SHROOM2,,,,,,
VPS26A,,,,,,
HIST1H4H,,,,,,
NR1H3,,,,,,
ARX,,,,,,
ZNF155,,,,,,
CCDC80,,,,,,
CD3G,,,,,,
NPR2,,,,,,
GIN1,,,,,,
RPS19BP1,,,,,,
CBR3,,,,,,
VSTM2L,,,,,,
KIAA0319,,,,,,
ZSWIM8,,,,,,
GSR,,,,,,
BRWD1,,,,,,
SENP8,,,,,,
KRTCAP3,,,,,,
ATP5D,,,,,,
CXorf21,,,,,,
CDK7,,,,,,
POMGNT2,,,,,,
THOP1,,,,,,
OTUD3,,,,,,
ADRB1,,,,,,
MTMR14,,,,,,
MROH7,,,,,,
UBIAD1,,,,,,
SKP1,,,,,,
GLE1,,,,,,
EIF1AD,,,,,,
SLC25A22,,,,,,
IDE,,,,,,
SYCP2,,,,,,
URI1,,,,,,
ZNF599,,,,,,
SORT1,,,,,,
LRRN1,,,,,,
ABCC4,,,,,,
AHCY,,,,,,
GLOD4,,,,,,
CELA2A,,,,,,
ASMT,,,,,,
LDHB,,,,,,
DHX36,,,,,,
L3HYPDH,,,,,,
RGS18,,,,,,
GLIPR2,,,,,,
PIP4K2B,,,,,,
SUSD6,,,,,,
MRPS35,,,,,,
P3H3,,,,,,
MINA,,,,,,
FAM69B,,,,,,
SPRYD4,,,,,,
FPGT,,,,,,
CCL3L3,,,,,,
DHFR,,,,,,
GOSR1,,,,,,
ZNF74,,,,,,
DIDO1,,,,,,
MRPL32,,,,,,
MAPRE1,,,,,,
COLEC12,,,,,,
DQX1,,,,,,
CTGF,,,,,,
LTBP3,,,,,,
DMRT3,,,,,,
TMEM189,,,,,,
TMEM144,,,,,,
GIMAP5,,,,,,
CASKIN2,,,,,,
ZNF784,,,,,,
SLC4A2,,,,,,
PIN1,,,,,,
SLC45A1,,,,,,
TIMM21,,,,,,
HMGN1,,,,,,
UBFD1,,,,,,
PLEKHH2,,,,,,
ITFG1,,,,,,
CHST3,,,,,,
ZNF556,,,,,,
LITAF,,,,,,
IGFBP2,,,,,,
CDV3,,,,,,
CHCHD6,,,,,,
KAT6B,,,,,,
TTK,,,,,,
MIS18A,,,,,,
ABCB6,,,,,,
SDCCAG3,,,,,,
TNK1,,,,,,
PKDREJ,,,,,,
EDEM2,,,,,,
SLC30A9,,,,,,
PON3,,,,,,
FAM19A3,,,,,,
MYH3,,,,,,
RIMS1,,,,,,
SLAMF1,,,,,,
HID1,,,,,,
HERC6,,,,,,
ZNF548,,,,,,
KIAA0556,,,,,,
TIMM17B,,,,,,
RNF25,,,,,,
GRID2,,,,,,
DHX38,,,,,,
DAZAP2,,,,,,
SYT11,,,,,,
TADA2A,,,,,,
SLA2,,,,,,
SSMEM1,,,,,,
EVA1C,,,,,,
ULK2,,,,,,
TNNI2,,,,,,
RPL13A,,,,,,
METTL12,,,,,,
CLDN23,,,,,,
RFX3,,,,,,
MRPL47,,,,,,
CNIH4,,,,,,
MIA3,,,,,,
MAST3,,,,,,
TSPAN15,,,,,,
TALDO1,,,,,,
ADAT2,,,,,,
ZNF491,,,,,,
HIST1H4F,,,,,,
KDELC1,,,,,,
DDX18,,,,,,
ATRAID,,,,,,
CCT2,,,,,,
SDR42E2,,,,,,
FRMD6,,,,,,
ZBTB10,,,,,,
ADCY6,,,,,,
LRRC56,,,,,,
TYW5,,,,,,
STX6,,,,,,
MS4A6A,,,,,,
EDC4,,,,,,
ATN1,,,,,,
PSKH1,,,,,,
MGAT1,,,,,,
TAF12,,,,,,
MILR1,,,,,,
IRAK4,,,,,,
ATF7,,,,,,
ZNF275,,,,,,
ECM1,,,,,,
KLF14,,,,,,
CCDC71,,,,,,
FNBP4,,,,,,
KLHL32,,,,,,
NFKBIB,,,,,,
CBR4,,,,,,
TSN,,,,,,
TMED9,,,,,,
CGNL1,,,,,,
OAZ3,,,,,,
PIGK,,,,,,
MYO19,,,,,,
ZNF644,,,,,,
NONO,,,,,,
SEC14L2,,,,,,
ILKAP,,,,,,
ZNF674,,,,,,
C4BPB,,,,,,
SRSF9,,,,,,
FYN,,,,,,
ZNF426,,,,,,
WDR59,,,,,,
PIAS4,,,,,,
VPS4B,,,,,,
CXorf65,,,,,,
MGAT2,,,,,,
TMEM169,,,,,,
FBXL22,,,,,,
KMT2E,,,,,,
OPA3,,,,,,
FCHO2,,,,,,
TAX1BP3,,,,,,
IKZF2,,,,,,
CD74,,,,,,
SAC3D1,,,,,,
ANKRD54,,,,,,
ZBTB7B,,,,,,
MAP7D3,,,,,,
FAM227A,,,,,,
FAF2,,,,,,
AKAP11,,,,,,
MARVELD3,,,,,,
IL3RA,,,,,,
ABHD4,,,,,,
ATF7IP,,,,,,
ATP6V1E2,,,,,,
CLPP,,,,,,
KDM4D,,,,,,
SRPX2,,,,,,
TIMM50,,,,,,
CYP20A1,,,,,,
ATP8B3,,,,,,
ZNF180,,,,,,
LILRA6,,,,,,
RFC5,,,,,,
MSANTD4,,,,,,
SRGAP1,,,,,,
UIMC1,,,,,,
ITGA6,,,,,,
SAP30BP,,,,,,
M1AP,,,,,,
ZBTB40,,,,,,
RARA,,,,,,
TMEM41A,,,,,,
ZFP64,,,,,,
TRIM35,,,,,,
SGPP2,,,,,,
NPM1,,,,,,
IQCB1,,,,,,
CLEC19A,,,,,,
C9orf66,,,,,,
N4BP1,,,,,,
RBM17,,,,,,
ATL2,,,,,,
ARL14EP,,,,,,
C12orf4,,,,,,
MICALL1,,,,,,
BCL7C,,,,,,
METTL14,,,,,,
POF1B,,,,,,
TNC,,,,,,
PSMD7,,,,,,
CCR4,,,,,,
SLC25A1,,,,,,
TFDP2,,,,,,
C1D,,,,,,
TP53BP1,,,,,,
CPSF3L,,,,,,
TCEA2,,,,,,
UNC50,,,,,,
HIST1H4J,,,,,,
RYR1,,,,,,
SAMD8,,,,,,
UTP6,,,,,,
KCTD18,,,,,,
MAN1C1,,,,,,
PLCB2,,,,,,
TFAP2A,,,,,,
NTRK3,,,,,,
KCNJ14,,,,,,
HDAC1,,,,,,
DUSP12,,,,,,
PICK1,,,,,,
C17orf99,,,,,,
SMCR8,,,,,,
MRPL52,,,,,,
SPATA18,,,,,,
TECPR2,,,,,,
ATG4D,,,,,,
DPH3,,,,,,
CXXC4,,,,,,
NAB1,,,,,,
NEK7,,,,,,
SLAMF7,,,,,,
GALNT5,,,,,,
PCNX,,,,,,
SPTSSA,,,,,,
MBD3,,,,,,
PDE6B,,,,,,
PNPLA6,,,,,,
PKN3,,,,,,
GTPBP8,,,,,,
ZMYM4,,,,,,
FKBP1B,,,,,,
TMEM131,,,,,,
VPS9D1,,,,,,
AIM1,,,,,,
FKTN,,,,,,
DCP1A,,,,,,
CACNB2,,,,,,
NFYC,,,,,,
HIPK1,,,,,,
THRA,,,,,,
DISC1,,,,,,
BLZF1,,,,,,
LY6H,,,,,,
SEC11C,,,,,,
WDR70,,,,,,
RGS2,,,,,,
EDEM3,,,,,,
C1orf216,,,,,,
TMEM219,,,,,,
SPATC1,,,,,,
ECD,,,,,,
C17orf97,,,,,,
CTDNEP1,,,,,,
OR52K2,,,,,,
ARHGAP21,,,,,,
ZNF347,,,,,,
TYROBP,,,,,,
CPNE8,,,,,,
EIF3C,,,,,,
NR2C2,,,,,,
MTCH2,,,,,,
RWDD2A,,,,,,
VSIG10,,,,,,
HHLA2,,,,,,
ZNF546,,,,,,
HN1L,,,,,,
DCUN1D1,,,,,,
OPHN1,,,,,,
SLC27A2,,,,,,
KIAA1217,,,,,,
ZNF596,,,,,,
PSPH,,,,,,
BET1,,,,,,
PLA2G12A,,,,,,
KIAA1456,,,,,,
PTK6,,,,,,
ICMT,,,,,,
PSRC1,,,,,,
KIAA1755,,,,,,
ATP6V1H,,,,,,
CRYZL1,,,,,,
ZNF283,,,,,,
POLR2L,,,,,,
ZMAT2,,,,,,
S100A3,,,,,,
CPS1,,,,,,
IFT140,,,,,,
B3GALT4,,,,,,
FXYD6,,,,,,
GRAP,,,,,,
RAB20,,,,,,
PRB4,,,,,,
MED12,,,,,,
RNASEH2B,,,,,,
CASQ1,,,,,,
CLSTN2,,,,,,
PDP2,,,,,,
HIST1H3E,,,,,,
LMBR1,,,,,,
C19orf12,,,,,,
SLCO5A1,,,,,,
ARL3,,,,,,
HLA-DPA1,,,,,,
PPP2R1B,,,,,,
CCHCR1,,,,,,
CNTN3,,,,,,
NDUFAF6,,,,,,
SYCE3,,,,,,
EPM2AIP1,,,,,,
MXI1,,,,,,
SYTL3,,,,,,
ADSSL1,,,,,,
DEPDC5,,,,,,
FGD4,,,,,,
ZFYVE9,,,,,,
FCRLA,,,,,,
FTCDNL1,,,,,,
SART1,,,,,,
C9orf84,,,,,,
JAM2,,,,,,
CCDC60,,,,,,
PARP9,,,,,,
RBBP5,,,,,,
AK9,,,,,,
REEP6,,,,,,
PLA2G2D,,,,,,
LSM5,,,,,,
TRIM3,,,,,,
LONP1,,,,,,
UBE2J2,,,,,,
DNASE2B,,,,,,
VASH2,,,,,,
UBR3,,,,,,
ALDH1L1,,,,,,
RANGRF,,,,,,
AGBL4,,,,,,
NEDD1,,,,,,
SCT,,,,,,
RAB40B,,,,,,
ZYX,,,,,,
SUSD5,,,,,,
LRP5,,,,,,
EXOC2,,,,,,
C11orf52,,,,,,
GARNL3,,,,,,
UCP2,,,,,,
OTUD7B,,,,,,
MAGI3,,,,,,
CCNJ,,,,,,
FCRL6,,,,,,
NFKBIE,,,,,,
MICA,,,,,,
VPS29,,,,,,
RHOC,,,,,,
ZNF595,,,,,,
SLC25A48,,,,,,
RPUSD4,,,,,,
PIGS,,,,,,
BRAF,,,,,,
GYG1,,,,,,
PEX11G,,,,,,
TSSK4,,,,,,
GNPDA2,,,,,,
PCGF3,,,,,,
TTC9,,,,,,
VPREB3,,,,,,
THEMIS,,,,,,
GMNC,,,,,,
PPP1R32,,,,,,
RBFA,,,,,,
PSMD2,,,,,,
TBC1D19,,,,,,
ALOX12,,,,,,
RFX2,,,,,,
EFTUD1,,,,,,
F2R,,,,,,
KIAA1551,,,,,,
HSPA12B,,,,,,
IFT46,,,,,,
DPH2,,,,,,
RBM22,,,,,,
CLDN4,,,,,,
SVEP1,,,,,,
APOBEC3F,,,,,,
PRPSAP2,,,,,,
SRRM1,,,,,,
SNAI3,,,,,,
COL19A1,,,,,,
ZNF680,,,,,,
TCTE1,,,,,,
HLA-DPB1,,,,,,
CYTH2,,,,,,
TXNL1,,,,,,
ZNF317,,,,,,
ZNF200,,,,,,
ENPP5,,,,,,
C8orf88,,,,,,
HDDC3,,,,,,
CEP78,,,,,,
TRUB2,,,,,,
AGO2,,,,,,
KLF11,,,,,,
TRMT11,,,,,,
KLHL6,,,,,,
PPP1R15A,,,,,,
RFWD2,,,,,,
NMI,,,,,,
USF2,,,,,,
ACADS,,,,,,
CNIH1,,,,,,
GSTK1,,,,,,
ZNF740,,,,,,
NBPF15,,,,,,
AP4S1,,,,,,
PLCH1,,,,,,
EIF3D,,,,,,
PPP1R7,,,,,,
CXCR5,,,,,,
FAM76B,,,,,,
TMEM79,,,,,,
POLR1D,,,,,,
ACVR1,,,,,,
OR2A7,,,,,,
ADCK2,,,,,,
KIAA0922,,,,,,
TBRG1,,,,,,
SHH,,,,,,
GPHN,,,,,,
UBR1,,,,,,
FUT11,,,,,,
HELZ2,,,,,,
LIFR,,,,,,
MED1,,,,,,
NAP1L1,,,,,,
SRM,,,,,,
MIEF1,,,,,,
BAMBI,,,,,,
DPP3,,,,,,
PLAT,,,,,,
KCNRG,,,,,,
FAM76A,,,,,,
GSDMB,,,,,,
ATP6V0E2,,,,,,
CACNB3,,,,,,
CEACAM21,,,,,,
PDHB,,,,,,
GNPNAT1,,,,,,
C20orf195,,,,,,
SATB2,,,,,,
SSR1,,,,,,
ZNF660,,,,,,
ZACN,,,,,,
BIN2,,,,,,
MTFR2,,,,,,
DBF4,,,,,,
LZTS2,,,,,,
RTP4,,,,,,
SDF2,,,,,,
SETDB2,,,,,,
ANKRD28,,,,,,
ARG2,,,,,,
GLG1,,,,,,
WDR55,,,,,,
PARPBP,,,,,,
TSC22D4,,,,,,
RBBP7,,,,,,
BNC2,,,,,,
COASY,,,,,,
GLB1L2,,,,,,
RNF169,,,,,,
ATPIF1,,,,,,
KRBOX4,,,,,,
DNTTIP2,,,,,,
TRIB2,,,,,,
L1CAM,,,,,,
KRIT1,,,,,,
PDZD7,,,,,,
HIST3H2BB,,,,,,
SHC4,,,,,,
BYSL,,,,,,
LAGE3,,,,,,
RNF14,,,,,,
KCNJ3,,,,,,
CAPN15,,,,,,
DNASE1L1,,,,,,
ERCC5,,,,,,
RAB9B,,,,,,
RNF208,,,,,,
EIF5,,,,,,
PDE6D,,,,,,
PHF10,,,,,,
PHLDA1,,,,,,
TBCE,,,,,,
NACC2,,,,,,
ID3,,,,,,
YRDC,,,,,,
ZNF19,,,,,,
RAD54L2,,,,,,
AIFM2,,,,,,
SCAF4,,,,,,
DCK,,,,,,
COL23A1,,,,,,
ZNF711,,,,,,
MSANTD2,,,,,,
WNK2,,,,,,
ESRP2,,,,,,
NRAS,,,,,,
MPEG1,,,,,,
PTAR1,,,,,,
DMAP1,,,,,,
POMZP3,,,,,,
IL1B,,,,,,
INTS1,,,,,,
TMEM206,,,,,,
WRNIP1,,,,,,
SLITRK6,,,,,,
ADCK3,,,,,,
HSD17B13,,,,,,
C16orf52,,,,,,
PRMT6,,,,,,
PFDN1,,,,,,
LMO4,,,,,,
YWHAB,,,,,,
TAB1,,,,,,
LTBR,,,,,,
GABARAP,,,,,,
VWCE,,,,,,
WBSCR27,,,,,,
CORO2A,,,,,,
SPAG1,,,,,,
RPIA,,,,,,
SYAP1,,,,,,
FH,,,,,,
ALG6,,,,,,
KLRB1,,,,,,
CANT1,,,,,,
NEBL,,,,,,
SLC25A24,,,,,,
ANO10,,,,,,
ZNF3,,,,,,
STS,,,,,,
PLCB4,,,,,,
NUDT9,,,,,,
HTATIP2,,,,,,
LRGUK,,,,,,
CRTAM,,,,,,
PPFIA3,,,,,,
GNB1,,,,,,
MFSD8,,,,,,
MCU,,,,,,
ZNF559,,,,,,
STRA6,,,,,,
C11orf84,,,,,,
DYNC1I2,,,,,,
HSBP1L1,,,,,,
CTSH,,,,,,
SCARB2,,,,,,
PLCL2,,,,,,
ADAP2,,,,,,
NFE2L1,,,,,,
ZMYM5,,,,,,
SCEL,,,,,,
CITED2,,,,,,
TMEM30B,,,,,,
NHLRC2,,,,,,
KTN1,,,,,,
TKFC,,,,,,
COBL,,,,,,
SLC51A,,,,,,
CCDC127,,,,,,
BEX5,,,,,,
CCDC134,,,,,,
MEAF6,,,,,,
PIBF1,,,,,,
PRKAA1,,,,,,
SUCLA2,,,,,,
RCCD1,,,,,,
LHPP,,,,,,
ASAP2,,,,,,
BRAP,,,,,,
ZNF746,,,,,,
KDM2B,,,,,,
PPP1R21,,,,,,
COL7A1,,,,,,
ARHGAP30,,,,,,
USP20,,,,,,
NDUFS8,,,,,,
LDLRAP1,,,,,,
GABPA,,,,,,
EGR4,,,,,,
RALGAPA2,,,,,,
CDHR1,,,,,,
CCDC67,,,,,,
SEPHS2,,,,,,
AMZ1,,,,,,
ELMOD3,,,,,,
IFNAR2,,,,,,
SHPRH,,,,,,
ADI1,,,,,,
PRUNE2,,,,,,
C17orf107,,,,,,
ACTR6,,,,,,
ZNF841,,,,,,
TRIO,,,,,,
RAG1,,,,,,
GALNT18,,,,,,
SLC4A11,,,,,,
SIRT2,,,,,,
CDC42EP2,,,,,,
C14orf28,,,,,,
UHRF1BP1,,,,,,
MZT1,,,,,,
RRAGD,,,,,,
BTAF1,,,,,,
C9orf78,,,,,,
COA1,,,,,,
BRIX1,,,,,,
NTPCR,,,,,,
MB21D1,,,,,,
B3GALT2,,,,,,
BCAP31,,,,,,
KNTC1,,,,,,
ZNF839,,,,,,
PABPC3,,,,,,
CD28,,,,,,
TCIRG1,,,,,,
DNER,,,,,,
PRIMPOL,,,,,,
CRMP1,,,,,,
C1orf162,,,,,,
CSE1L,,,,,,
USP54,,,,,,
ABCA4,,,,,,
COLQ,,,,,,
ADPRHL2,,,,,,
ICAM5,,,,,,
CALML4,,,,,,
PIGU,,,,,,
PRDX4,,,,,,
DYNLL1,,,,,,
KRBA2,,,,,,
ATXN3,,,,,,
TAP2,,,,,,
CDC42BPA,,,,,,
HOXB5,,,,,,
MISP,,,,,,
ULK3,,,,,,
PIK3R3,,,,,,
PCDHGA12,,,,,,
NFIC,,,,,,
CYB5R1,,,,,,
CCL24,,,,,,
KLF12,,,,,,
CPQ,,,,,,
TCTE3,,,,,,
PHF12,,,,,,
C2orf47,,,,,,
DCLRE1B,,,,,,
TLE3,,,,,,
XBP1,,,,,,
PLD1,,,,,,
UBR4,,,,,,
RASA2,,,,,,
ERCC6L,,,,,,
HVCN1,,,,,,
ODF2,,,,,,
ATP6V1B2,,,,,,
PLEKHN1,,,,,,
EIF4ENIF1,,,,,,
MAP3K6,,,,,,
SESN3,,,,,,
C1orf122,,,,,,
SMKR1,,,,,,
RC3H2,,,,,,
NUP107,,,,,,
DNAJC5,,,,,,
SLC25A51,,,,,,
TLN1,,,,,,
SLC26A2,,,,,,
GRTP1,,,,,,
DCTN4,,,,,,
ICK,,,,,,
HSPB9,,,,,,
MAP1A,,,,,,
NCALD,,,,,,
MDK,,,,,,
GPRASP2,,,,,,
FARS2,,,,,,
CTTNBP2NL,,,,,,
SOX12,,,,,,
SIRT5,,,,,,
PAF1,,,,,,
LY6K,,,,,,
CCT3,,,,,,
MTMR3,,,,,,
CDC25B,,,,,,
CTNNA1,,,,,,
ZDHHC24,,,,,,
LPIN1,,,,,,
LIF,,,,,,
PBX2,,,,,,
MLH1,,,,,,
ZNF212,,,,,,
GRAMD1C,,,,,,
SYNDIG1,,,,,,
MYO1E,,,,,,
C1orf54,,,,,,
OSBPL5,,,,,,
KIF7,,,,,,
LRP6,,,,,,
SGSM1,,,,,,
ACSBG2,,,,,,
EOGT,,,,,,
ARHGEF2,,,,,,
KIAA0430,,,,,,
C8orf48,,,,,,
KLHDC7B,,,,,,
TMEM134,,,,,,
WRB,,,,,,
KBTBD7,,,,,,
MFAP3,,,,,,
TIMD4,,,,,,
POLR2C,,,,,,
RHOBTB2,,,,,,
RAPSN,,,,,,
EPRS,,,,,,
RPN1,,,,,,
HMGN5,,,,,,
NCKAP1L,,,,,,
GCLM,,,,,,
DOK1,,,,,,
DOPEY1,,,,,,
SLC25A25,,,,,,
WDFY1,,,,,,
ZDHHC23,,,,,,
EXPH5,,,,,,
RNFT1,,,,,,
RILPL1,,,,,,
LRRC41,,,,,,
TXNDC2,,,,,,
ELOVL3,,,,,,
MSRA,,,,,,
MT-ATP6,,,,,,
ATP2A1,,,,,,
ANKRD16,,,,,,
C16orf62,,,,,,
ZNF124,,,,,,
TMEM61,,,,,,
PLEK2,,,,,,
TMSB4X,,,,,,
TRIM16L,,,,,,
SASH1,,,,,,
ADO,,,,,,
GATAD2A,,,,,,
HIST2H2AC,,,,,,
PLEKHG3,,,,,,
SLC18A1,,,,,,
GTF2E1,,,,,,
WDR75,,,,,,
ADGRF3,,,,,,
AQP11,,,,,,
MUC20,,,,,,
SOCS3,,,,,,
UXS1,,,,,,
OSBPL10,,,,,,
ISPD,,,,,,
LATS2,,,,,,
CDKN2C,,,,,,
RAB10,,,,,,
EPOR,,,,,,
CCDC137,,,,,,
PET117,,,,,,
ADPGK,,,,,,
HSD11B1L,,,,,,
PGRMC1,,,,,,
CELF1,,,,,,
ZNF256,,,,,,
UBR2,,,,,,
DECR2,,,,,,
HKDC1,,,,,,
ATP6V0C,,,,,,
ANKS1B,,,,,,
MED14,,,,,,
DRAXIN,,,,,,
LRRFIP1,,,,,,
POP5,,,,,,
ARAP1,,,,,,
MAGEE1,,,,,,
MGST1,,,,,,
EBAG9,,,,,,
YTHDC1,,,,,,
WDR76,,,,,,
BBOX1,,,,,,
HRASLS,,,,,,
ZNF703,,,,,,
CHAD,,,,,,
CYP2B6,,,,,,
PLA2G10,,,,,,
PPP2R4,,,,,,
BPTF,,,,,,
SLC25A35,,,,,,
SSTR3,,,,,,
POGK,,,,,,
SRGAP2C,,,,,,
GTF3C3,,,,,,
TXLNB,,,,,,
MAN1A2,,,,,,
XPO1,,,,,,
LRRC1,,,,,,
C8orf34,,,,,,
PSMD14,,,,,,
JAG1,,,,,,
CCDC74B,,,,,,
MPHOSPH10,,,,,,
EML6,,,,,,
TCTEX1D2,,,,,,
SEMA6A,,,,,,
RB1,,,,,,
BAALC,,,,,,
KLHL24,,,,,,
RBMXL1,,,,,,
NEXN,,,,,,
APEX2,,,,,,
THRB,,,,,,
ABHD17A,,,,,,
PCK2,,,,,,
C17orf59,,,,,,
ZNF821,,,,,,
TAGLN2,,,,,,
DARS2,,,,,,
CCDC15,,,,,,
UAP1,,,,,,
SERBP1,,,,,,
SNF8,,,,,,
SF3B2,,,,,,
CHPF2,,,,,,
UNC80,,,,,,
TTC9C,,,,,,
ZNF33B,,,,,,
TCFL5,,,,,,
RECK,,,,,,
DHDH,,,,,,
CCR8,,,,,,
SAMD4B,,,,,,
LRRC40,,,,,,
ADAMTS14,,,,,,
TPMT,,,,,,
EDC3,,,,,,
KRT81,,,,,,
GNAZ,,,,,,
EPCAM,,,,,,
NDC1,,,,,,
RALY,,,,,,
IRF5,,,,,,
TMEM187,,,,,,
TPRXL,,,,,,
MEIS1,,,,,,
C10orf35,,,,,,
EMC3,,,,,,
TRIM13,,,,,,
PRMT2,,,,,,
METTL18,,,,,,
RNF13,,,,,,
LHFPL2,,,,,,
FKBP1A,,,,,,
KIAA1143,,,,,,
NDUFS6,,,,,,
TAS2R14,,,,,,
SUGCT,,,,,,
PRR15L,,,,,,
ZNF502,,,,,,
PARP2,,,,,,
C4orf19,,,,,,
SIK3,,,,,,
ZNF775,,,,,,
GDPGP1,,,,,,
CARD17,,,,,,
FOLR2,,,,,,
FBXO41,,,,,,
PHF20,,,,,,
MAFG,,,,,,
SBK3,,,,,,
MANBAL,,,,,,
GPATCH2L,,,,,,
CGGBP1,,,,,,
SCCPDH,,,,,,
PDE6H,,,,,,
CD81,,,,,,
SHROOM4,,,,,,
GDI1,,,,,,
HCG27,,,,,,
CYSRT1,,,,,,
SH2B1,,,,,,
ZNF189,,,,,,
DGAT1,,,,,,
HSPA9,,,,,,
BPHL,,,,,,
SPON2,,,,,,
LSM14A,,,,,,
TROAP,,,,,,
RIBC1,,,,,,
TRIM17,,,,,,
TMEM72,,,,,,
PDZD2,,,,,,
DOCK6,,,,,,
TTC5,,,,,,
KLF9,,,,,,
ZNF677,,,,,,
CKLF-CMTM1,,,,,,
GPC2,,,,,,
NCCRP1,,,,,,
SH2D3A,,,,,,
THAP7,,,,,,
STIM1,,,,,,
CNGA1,,,,,,
ACVR2A,,,,,,
ARSA,,,,,,
SLC39A13,,,,,,
CDH24,,,,,,
DCUN1D5,,,,,,
DDX41,,,,,,
CLCF1,,,,,,
TNFAIP8L3,,,,,,
PMVK,,,,,,
ACSS3,,,,,,
PHF14,,,,,,
MYCBP2,,,,,,
PCDH1,,,,,,
TNFSF8,,,,,,
MIEF2,,,,,,
GNAL,,,,,,
PANK4,,,,,,
ALG13,,,,,,
PACS2,,,,,,
IFNGR1,,,,,,
HMOX1,,,,,,
FBXO48,,,,,,
SF3A2,,,,,,
A2ML1,,,,,,
MAGI1,,,,,,
DDHD2,,,,,,
SETDB1,,,,,,
SPOCD1,,,,,,
DPPA4,,,,,,
MARK3,,,,,,
COX15,,,,,,
PLEKHG1,,,,,,
NDUFS7,,,,,,
TRIM55,,,,,,
IL12RB1,,,,,,
HBB,,,,,,
ARL6,,,,,,
TAF8,,,,,,
HLA-DRA,,,,,,
MTOR,,,,,,
DUOX2,,,,,,
PNLDC1,,,,,,
GLMN,,,,,,
TIRAP,,,,,,
ZSCAN31,,,,,,
ALS2,,,,,,
BLK,,,,,,
QDPR,,,,,,
TPSAB1,,,,,,
ADK,,,,,,
PIGO,,,,,,
LRRC2,,,,,,
BRD9,,,,,,
POP1,,,,,,
